virus,n_positive,sensitivity_mean,sensitivity_sd,specificity_mean,specificity_sd,balanced_acc_mean,balanced_acc_sd,auc_mean,auc_sd,mcc_mean,mcc_sd
Epstein-Barr virus,1179,0.8219178082191781,0.05422074012346082,0.7442922374429224,0.05402812587305583,0.7831050228310502,0.03847556974053131,0.8656408331769564,0.03573568509749534,0.5695556377710917,0.07667384263614126
