virus	n_positive	sensitivity_mean	sensitivity_sd	specificity_mean	specificity_sd	balanced_acc_mean	balanced_acc_sd	auc_mean	auc_sd	mcc_mean	mcc_sd	n_cells	n_negative	detection_threshold_umi	stab_min_prob	n_stable_genes	top_stable_genes	top_ranked_genes
Epstein-Barr virus	1179	0.8219178082191781	0.0542207401234608	0.7442922374429224	0.0540281258730558	0.7831050228310502	0.0384755697405313	0.8656408331769564	0.0357356850974953	0.5695556377710917	0.0766738426361412	1906	727	10	0.6	15	ENSG00000245532.11;ENSG00000172264.19;ENSG00000212907.2;ENSG00000162704.16;ENSG00000137309.21;ENSG00000154710.18;ENSG00000184203.8;ENSG00000185862.7;ENSG00000226979.9;ENSG00000112118.20	ENSG00000245532.11;ENSG00000162704.16;ENSG00000185862.7;ENSG00000172264.19;ENSG00000154710.18;ENSG00000137309.21;ENSG00000226979.9;ENSG00000112118.20;ENSG00000136997.22;ENSG00000169926.11
